stock,endDate,accountsPayable,inventory,longTermDebt,netReceivables,netTangibleAssets,longTermInvestments,totalCurrentAssets,propertyPlantEquipment,otherStockholderEquity,deferredLongTermAssetCharges,totalCurrentLiabilities,cash,otherAssets,treasuryStock,goodWill,otherLiab,retainedEarnings,otherCurrentAssets,commonStock,totalAssets,otherCurrentLiab,deferredLongTermLiab,totalStockholderEquity,totalLiab,capitalSurplus,intangibleAssets,shortTermInvestments,shortLongTermDebt,minorityInterest_x,capitalExpenditures,changeToNetincome,otherCashflowsFromFinancingActivities,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome_x,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome_y,incomeBeforeTax,researchDevelopment,otherOperatingExpenses,minorityInterest_y,discontinuedOperations
IMAX,2019-12-31,20414000.0,42989000.0,18229000.0,201879000.0,478320000.0,19140000.0,365191000.0,306849000.0,168599000.0,23905000.0,72234000.0,109484000.0,128515000.0,164561000.0,39027000.0,140566000.0,-40253000.0,602000.0,423386000.0,889069000.0,2172000.0,1501000.0,547694000.0,245974000.0,17123.0,30347000.0,4288000000.0,73461000.0,95401000.0,-47910000.0,25952000.0,-13073000.0,-12677000.0,1942000.0,-40358000.0,-124426000.0,43802000.0,90376000.0,630000.0,-26449000.0,-32106000.0,46866000,-11178000.0,-57118000.0,-20000000.0,-65994000.0,-24016000,2404000.0,-15153000.0,46866000.0,58571000.0,-4252000,179292000,316073000,395664000,16768000,-2793000.0,79591000,79591000,216372000,124193000.0,46866000,75339000.0,5203000.0,163690.0,95401000.0,29062000.0
IMAX,2018-12-31,32057000.0,44560000.0,37753000.0,176197000.0,439039000.0,4595000.0,373290000.0,280658000.0,176007000.0,31264000.0,85214000.0,141590000.0,141935000.0,175091000.0,39027000.0,151276000.0,-85385000.0,649000.0,422455000.0,873600000.0,6951000.0,2796000.0,512161000.0,274243000.0,17123.0,34095000.0,4288000000.0,73461000.0,87196000.0,-48178000.0,17244000.0,-6296000.0,33942000.0,-14022000.0,-40358000.0,-124426000.0,40652000.0,109972000.0,629000.0,-79916000.0,-17135000.0,22844000,-8728000.0,-70862000.0,14333000.0,-56874000.0,1255000,1017000.0,-15153000.0,22844000.0,33595000.0,-26437000,165872000,304851000,374401000,9518000,-2916000.0,69550000,69550000,208529000,117976000.0,22844000,43113000.0,13728000.0,163690.0,87196000.0,29062000.0
IMAX,2017-12-31,24235000.0,30788000.0,25357000.0,173337000.0,457508000.0,9911000.0,371846000.0,276781000.0,174674000.0,30708000.0,81154000.0,158725000.0,137836000.0,169541000.0,39027000.0,156491000.0,-87592000.0,1447000.0,445797000.0,866612000.0,8722000.0,4893000.0,527746000.0,263002000.0,17123.0,31211000.0,4288000000.0,73461000.0,75864000.0,-66777000.0,25356000.0,-20331000.0,-37807000.0,10832000.0,-40358000.0,-124426000.0,35214000.0,85366000.0,-267000.0,-51873000.0,-46034000.0,2344000,-9276000.0,-57536000.0,-2000000.0,-73597000.0,27110000,16668000.0,-1606000.0,2344000.0,12518000.0,-19017000,195521000,332442000,380767000,16790000,-1942000.0,48325000,48325000,185246000,110400000.0,2344000,29308000.0,20855000.0,163690.0,75864000.0,29062000.0
IMAX,2016-12-31,19990000.0,42121000.0,27316000.0,134753000.0,492569000.0,3911000.0,403467000.0,245415000.0,172104000.0,20779000.0,71811000.0,204759000.0,135098000.0,170165000.0,39027000.0,131653000.0,-47366000.0,15208000.0,439213000.0,857334000.0,6576000.0,5065000.0,562012000.0,230780000.0,17123.0,30416000.0,4288000000.0,73461000.0,64542000.0,-58188000.0,33473000.0,-17853000.0,-1414000.0,-3825000.0,-40358000.0,-124426000.0,29629000.0,77872000.0,106000.0,-119042000.0,-112690000.0,28788000,-7542000.0,-125782000.0,-2000000.0,-64886000.0,-18093000,13113000.0,-1911000.0,28788000.0,39320000.0,-3653000,174056000,316874000,376059000,16212000,-1805000.0,59185000,59185000,202003000,124745000.0,28788000,55532000.0,16315000.0,163690.0,64542000.0,29062000.0
TIGR,2019-12-31,567611673.0,42121000.0,27316000.0,306555405.0,201446385.0,20898459.0,754864792.0,7194276.0,-866421.0,12561461.0,587592526.0,59408555.0,15607193.0,-866421.0,39027000.0,131653000.0,-72980737.0,70985740.0,21148.0,809059947.0,3979762.0,5065000.0,211941612.0,594034213.0,285767622.0,8073824.0,317915092.0,73461000.0,3084122.0,-1317435.0,-3134098.0,-3222490.0,-284542205.0,-3825000.0,-40358000.0,141934.0,752167.0,243309139.0,45693.0,-119042000.0,336221241.0,-6589431,5016169.0,114906520.0,-1100000.0,-22040111.0,538434167,118429010.0,-37056233.0,-6589431.0,-5949858.0,491789,9013244,64358385,54561372,-3355366,-1805000.0,-9797013,0,45548128,55345141.0,-6589431,-9305224.0,16315000.0,163690.0,3084122.0,29062000.0
TIGR,2018-12-31,6564154.0,42121000.0,27316000.0,17633521.0,-25406066.0,8821932.0,96470538.0,1334787.0,-544988.0,6336815.0,16987261.0,34406970.0,7592262.0,-544988.0,39027000.0,131653000.0,-66391306.0,37734611.0,5542.0,115215165.0,1921701.0,5065000.0,-24410420.0,16987261.0,42520332.0,995646.0,6695436.0,73461000.0,733206.0,-1684382.0,30486337.0,2204940.0,775627.0,-3825000.0,-40358000.0,-3439970.0,473730.0,-21171600.0,-189163.0,-119042000.0,23040965.0,-43207732,-8796030.0,79525945.0,-1100000.0,-35124217.0,5316263,179533.0,-29999865.0,-43207732.0,-44293555.0,-31674554,3815661,48052379,33560265,-1873113,-1805000.0,-14492114,0,29744604,44236718.0,-43207732,-46166668.0,16315000.0,163690.0,733206.0,29062000.0
TIGR,2017-12-31,1247891.0,42121000.0,27316000.0,4161327.0,28176652.0,2186761.0,28137148.0,839261.0,43953333.0,4598785.0,8050181.0,16462187.0,4598785.0,43953333.0,39027000.0,131653000.0,-23183574.0,5914380.0,357338.0,36004255.0,2119865.0,5065000.0,28418952.0,8050181.0,7291855.0,242300.0,1599254.0,73461000.0,-464878.0,-585016.0,-800036.0,-140229.0,185906.0,-3825000.0,-40358000.0,-1070662.0,342450.0,-8510634.0,895643.0,-119042000.0,3311080.0,-7510049,-1976708.0,14596081.0,-1100000.0,-3670010.0,1247803,179533.0,-2014332.0,-7510049.0,-7927494.0,-95982,2981342,25964394,16949184,-1183698,-1805000.0,-9015210,0,13967842,22983052.0,-7510049,-9111192.0,16315000.0,163690.0,-464878.0,29062000.0
TIGR,2016-12-31,88.0,42121000.0,27316000.0,3489735.0,20473082.0,35000.0,20333304.0,576793.0,29087802.0,3177324.0,3538523.0,14750273.0,3177324.0,29087802.0,39027000.0,131653000.0,-15673525.0,2093208.0,357338.0,24363109.0,365490.0,5065000.0,20713770.0,3538523.0,6942155.0,240688.0,88.0,73461000.0,110816.0,-440305.0,-2524506.0,144030.0,-2049264.0,-3825000.0,-40358000.0,1021247.0,195762.0,-11502794.0,-650974.0,-119042000.0,6235830.0,-10758453,3633579.0,18087346.0,-1100000.0,302252.0,88,179533.0,-73450.0,-10758453.0,-10811288.0,-1034717,1920041,17814117,5475837,-2561709,-1805000.0,-12338280,0,3555796,15894076.0,-10758453,-13372997.0,16315000.0,163690.0,110816.0,29062000.0
OAS,2019-12-31,17948000.0,35259000.0,2711573000.0,371181000.0,3636138000.0,35000.0,437351000.0,7002576000.0,29087802.0,3177324.0,602883000.0,20019000.0,59326000.0,-33881000.0,39027000.0,325843000.0,554446000.0,881000.0,3189000.0,7499253000.0,232325000.0,5065000.0,3636138000.0,3662172000.0,3112384000.0,240688.0,88.0,73461000.0,110816.0,-890221000.0,149829000.0,-22740000.0,13729000.0,-5893000.0,-40358000.0,19098000.0,792581000.0,892853000.0,-650974.0,-4856000.0,-2171000.0,-128243000,-9464000.0,-66268000.0,-38672000.0,-828756000.0,53051000,179533.0,-73450.0,-128243000.0,-90647000.0,-201178000,852277000,1881336000,1959152000,-32715000,-176223000.0,77816000,77816000,1106875000,123506000.0,-128243000,-123362000.0,16315000.0,106314000.0,200943000.0,29062000.0
OAS,2018-12-31,20166000.0,33128000.0,2735276000.0,387602000.0,3734576000.0,35000.0,554155000.0,7027109000.0,29087802.0,3177324.0,611776000.0,22190000.0,44878000.0,-29025000.0,39027000.0,360210000.0,682689000.0,100238000.0,3157000.0,7626142000.0,296988000.0,5065000.0,3734576000.0,3707262000.0,3077755000.0,240688.0,88.0,73461000.0,110816.0,-1167661000.0,379335000.0,14771000.0,-23508000.0,-14346000.0,-40358000.0,-216154000.0,637196000.0,996421000.0,-650974.0,-6846000.0,5470000.0,-35296000,-2133000.0,622585000.0,614660000.0,-1613536000.0,26116000,179533.0,-73450.0,-35296000.0,-19500000.0,-144225000,928524000,2069369000,2188251000,-5843000,-159085000.0,118882000,118882000,1259727000,121346000.0,-35296000,-25343000.0,16315000.0,-28457000.0,184304000.0,29062000.0
OAS,2017-12-31,13370000.0,19367000.0,2097606000.0,371379000.0,3375691000.0,35000.0,415634000.0,6173486000.0,29087802.0,3177324.0,631279000.0,16720000.0,33809000.0,-22179000.0,39027000.0,380465000.0,717985000.0,537000.0,2668000.0,6622929000.0,343312000.0,5065000.0,3375691000.0,3109350000.0,2677217000.0,240688.0,88.0,73461000.0,110816.0,-647349000.0,-102817000.0,131416000.0,-166386000.0,-2501000.0,-40358000.0,-11311000.0,537689000.0,507876000.0,-650974.0,-6229000.0,5494000.0,123796000,-23323000.0,212378000.0,-215000000.0,-714760000.0,123107000,179533.0,-73450.0,123796000.0,127446000.0,-146395000,422306000,1135049000,1205586000,-203304000,-146837000.0,70537000,70537000,783280000,91797000.0,123796000,-75858000.0,16315000.0,71657000.0,137888000.0,29062000.0
OAS,2016-12-31,4645000.0,10648000.0,2297214000.0,204335000.0,2923157000.0,35000.0,238549000.0,5919567000.0,29087802.0,3177324.0,381115000.0,11226000.0,20516000.0,-15950000.0,39027000.0,577146000.0,591505000.0,4717000.0,2331000.0,6178632000.0,203351000.0,5065000.0,2923157000.0,3255475000.0,2345271000.0,240688.0,88.0,73461000.0,110816.0,-426256000.0,-2556000.0,-9127000.0,-11923000.0,254000.0,-40358000.0,124617000.0,481015000.0,228018000.0,-650974.0,-2330000.0,1496000.0,-243016000,3749000.0,844306000.0,89093000.0,-1070828000.0,-13839000,179533.0,-73450.0,-243016000.0,-243016000.0,-136707000,205488000,882947000,648100000,-128538000,-140305000.0,-234847000,-234847000,442612000,89342000.0,-243016000,-371554000.0,16315000.0,105317000.0,137888000.0,29062000.0
SAND,2019-12-31,3865000.0,10648000.0,2297214000.0,7611000.0,570896000.0,189425000.0,28144000.0,395533000.0,-83789000.0,4303000.0,3865000.0,6971000.0,10073000.0,-83789000.0,39027000.0,577146000.0,-2866000.0,4717000.0,657551000.0,623175000.0,203351000.0,5065000.0,570896000.0,52279000.0,2345271000.0,240688.0,88.0,73461000.0,110816.0,-61288000.0,4456000.0,-2702000.0,-2585000.0,254000.0,-40358000.0,124617000.0,39851000.0,57339000.0,22000.0,-46613000.0,1079000.0,16397000,-3365000.0,8749000.0,45000000.0,-65031000.0,-780000,13064000.0,-3743000.0,16397000.0,16397000.0,6549000,24196000,72975000,89434000,6611000,-3503000.0,16459000,16459000,65238000,8274000.0,16397000,23008000.0,16315000.0,105317000.0,137888000.0,29062000.0
SAND,2018-12-31,4980000.0,10648000.0,2297214000.0,4915000.0,583397000.0,173467000.0,26699000.0,374206000.0,-82062000.0,9038000.0,4980000.0,5892000.0,14515000.0,-82062000.0,39027000.0,577146000.0,-19263000.0,4717000.0,684722000.0,588887000.0,203351000.0,5065000.0,583397000.0,5490000.0,2345271000.0,240688.0,88.0,73461000.0,110816.0,-46031000.0,10561000.0,-992000.0,-506000.0,254000.0,-40358000.0,124617000.0,32634000.0,47574000.0,192000.0,-20464000.0,-6647000.0,5872000,-3365000.0,-18143000.0,45000000.0,-36270000.0,-987000,3313000.0,9761000.0,5872000.0,5872000.0,-3687000,20359000,60759000,73150000,2832000,-1661000.0,12391000,12391000,52791000,6897000.0,5872000,8704000.0,16315000.0,105317000.0,137888000.0,29062000.0
SAND,2017-12-31,6438000.0,10648000.0,2297214000.0,7568000.0,651670000.0,238082000.0,38359000.0,368076000.0,-17075000.0,13581000.0,6438000.0,12539000.0,16398000.0,-17075000.0,39027000.0,577146000.0,-25135000.0,4717000.0,693880000.0,660915000.0,203351000.0,5065000.0,651670000.0,9245000.0,2345271000.0,240688.0,88.0,73461000.0,110816.0,-4409000.0,-6388000.0,-992000.0,-602000.0,254000.0,-40358000.0,124617000.0,39827000.0,44773000.0,1557000.0,-17729000.0,-8895000.0,10537000,-3365000.0,-15124000.0,45000000.0,-40101000.0,1399000,2605000.0,9007000.0,10537000.0,10537000.0,11644000,19771000,65305000,68275000,4077000,-2187000.0,2970000,2970000,48504000,6850000.0,10537000,14614000.0,16315000.0,105317000.0,137888000.0,29062000.0
SAND,2016-12-31,4289000.0,10648000.0,2297214000.0,6663000.0,527305000.0,61293000.0,28097000.0,402785000.0,-10108000.0,16934000.0,4289000.0,21434000.0,42707000.0,-10108000.0,39027000.0,577146000.0,-35672000.0,4717000.0,573085000.0,534882000.0,203351000.0,5065000.0,527305000.0,7577000.0,2345271000.0,240688.0,88.0,73461000.0,110816.0,-10806000.0,-15635000.0,-992000.0,-1847000.0,254000.0,-40358000.0,124617000.0,30392000.0,38991000.0,122000.0,-2280000.0,16088000.0,25254000,-3365000.0,-26872000.0,-83500000.0,3847000.0,223000,58908000.0,7043000.0,25254000.0,25254000.0,20504000,17898000,53090000,62371000,4531000,-2993000.0,9281000,9281000,44473000,5031000.0,25254000,29785000.0,16315000.0,105317000.0,137888000.0,29062000.0
ADSW,2019-12-31,120700000.0,9300000.0,1770900000.0,213600000.0,-534400000.0,61293000.0,264800000.0,1767600000.0,-10108000.0,16934000.0,420600000.0,12500000.0,53300000.0,-10108000.0,1224800000.0,384300000.0,-598100000.0,4717000.0,900000.0,3543500000.0,99300000.0,5065000.0,923400000.0,2620100000.0,1527700000.0,233000000.0,88.0,48800000.0,110816.0,-203800000.0,30400000.0,-992000.0,-1800000.0,254000.0,-40358000.0,124617000.0,296800000.0,280200000.0,122000.0,-2280000.0,5700000.0,-6600000,-43500000.0,-48400000.0,-60300000.0,-226100000.0,-800000,11900000.0,7043000.0,-6600000.0,-6600000.0,-123100000,1058600000,1526900000,1623000000,-20400000,-100900000.0,96100000,96100000,564400000,189500000.0,-6600000,-27000000.0,16315000.0,105317000.0,137888000.0,29062000.0
ADSW,2018-12-31,107800000.0,9300000.0,1747900000.0,217800000.0,-560700000.0,61293000.0,263000000.0,1761400000.0,-10108000.0,16934000.0,402500000.0,6800000.0,31000000.0,-10108000.0,1215100000.0,397200000.0,-591100000.0,4717000.0,900000.0,3528300000.0,91100000.0,5065000.0,911500000.0,2616800000.0,1501700000.0,257100000.0,88.0,85900000.0,110816.0,-188600000.0,19400000.0,-992000.0,-15200000.0,254000.0,-40358000.0,124617000.0,287500000.0,308300000.0,122000.0,-2280000.0,5700000.0,9400000,-20400000.0,-101500000.0,-104600000.0,-206800000.0,21500000,3100000.0,7043000.0,9400000.0,9400000.0,-85300000,1006100000,1458900000,1558200000,4600000,-95900000.0,99300000,99300000,552100000,182300000.0,9400000,14000000.0,16315000.0,105317000.0,137888000.0,29062000.0
ADSW,2017-12-31,92300000.0,8800000.0,1820700000.0,206700000.0,-612300000.0,61293000.0,244600000.0,1728800000.0,-10108000.0,16934000.0,368700000.0,6800000.0,10700000.0,-10108000.0,1208200000.0,355400000.0,-603300000.0,4717000.0,900000.0,3493300000.0,89300000.0,5065000.0,884600000.0,2608700000.0,1487400000.0,288700000.0,88.0,74100000.0,110816.0,-186600000.0,-9800000.0,-992000.0,-17700000.0,254000.0,-40358000.0,124617000.0,285200000.0,306500000.0,122000.0,-2280000.0,5600000.0,38300000,-2100000.0,-15600000.0,-20800000.0,-285300000.0,6300000,7000000.0,7043000.0,38300000.0,38300000.0,-107800000,962100000,1402700000,1507600000,-41200000,-93000000.0,104900000,104900000,545500000,170800000.0,38300000,-2900000.0,16315000.0,105317000.0,137888000.0,29062000.0
ADSW,2016-12-31,86500000.0,7800000.0,1887000000.0,184900000.0,-669000000.0,61293000.0,214700000.0,1633400000.0,-10108000.0,16934000.0,324600000.0,1200000.0,11200000.0,-10108000.0,1173900000.0,328800000.0,-641600000.0,4717000.0,800000.0,3369900000.0,91800000.0,5065000.0,829500000.0,2540400000.0,1470300000.0,324600000.0,88.0,36500000.0,110816.0,-171000000.0,33700000.0,-992000.0,-8800000.0,254000.0,-40358000.0,124617000.0,259900000.0,235600000.0,122000.0,-2280000.0,600000.0,-30400000,-34400000.0,-65800000.0,-384200000.0,-169200000.0,-1900000,393000000.0,7043000.0,-30400000.0,-30400000.0,-190600000,865500000,1270100000,1404600000,-25700000,-130200000.0,134500000,134500000,539100000,157700000.0,-30400000,-56100000.0,16315000.0,105317000.0,137888000.0,29062000.0
HUBS,2019-12-31,12842000.0,7800000.0,1887000000.0,92517000.0,591163000.0,58176000.0,1109724000.0,318039000.0,-336000.0,16934000.0,322489000.0,269670000.0,24534000.0,-336000.0,30250000.0,12041000.0,-398130000.0,37894000.0,44000.0,1569268000.0,232430000.0,5065000.0,649958000.0,919310000.0,1048380000.0,28545000.0,691834000.0,36500000.0,110816.0,-40372000.0,82639000.0,-365000.0,-15428000.0,254000.0,-40358000.0,124617000.0,17193000.0,118973000.0,-720000.0,-6247000.0,161401000.0,-53746000,1733000.0,359342000.0,-617000.0,-316194000.0,53192000,366571000.0,-239034000.0,-53746000.0,-53746000.0,-4309000,129958000,721324000,674860000,2973000,-22818000.0,-46464000,-46464000,544902000,433129000.0,-53746000,-50773000.0,158237000.0,105317000.0,137888000.0,29062000.0
HUBS,2018-12-31,7810000.0,7800000.0,1887000000.0,77100000.0,212026000.0,15450000.0,712418000.0,52468000.0,-723000.0,16934000.0,237009000.0,111489000.0,21002000.0,-723000.0,14950000.0,33508000.0,-344384000.0,28839000.0,40000.0,833953000.0,184905000.0,5065000.0,244641000.0,589312000.0,589708000.0,17665000.0,480761000.0,36500000.0,110816.0,-22305000.0,72329000.0,-365000.0,-17726000.0,254000.0,-40358000.0,124617000.0,12828000.0,84851000.0,-2069000.0,-8033000.0,24330000.0,-63828000,-2301000.0,12778000.0,-744000.0,-71230000.0,52614000,21555000.0,-37757000.0,-63828000.0,-63828000.0,-13702000,100357000,561238000,512980000,1868000,-21386000.0,-48258000,-48258000,412623000,343278000.0,-63828000,-61960000.0,117603000.0,105317000.0,137888000.0,29062000.0
HUBS,2017-12-31,4657000.0,7800000.0,1887000000.0,60676000.0,180338000.0,34894000.0,602501000.0,43294000.0,-57000.0,16934000.0,178296000.0,87680000.0,1464000.0,-57000.0,14950000.0,25072000.0,-286082000.0,18100000.0,38000.0,712175000.0,137880000.0,5065000.0,210360000.0,501815000.0,496461000.0,15072000.0,416663000.0,36500000.0,110816.0,-20276000.0,39095000.0,-30807000.0,-20180000.0,254000.0,-40358000.0,124617000.0,9486000.0,49614000.0,2790000.0,-4419000.0,32599000.0,-39714000,2162000.0,376806000.0,398946000.0,-396611000.0,40099000,13086000.0,-359849000.0,-39714000.0,-39714000.0,-9903000,75729000,415748000,375612000,-10325000,-13181000.0,-40136000,-40136000,299883000,269646000.0,-39714000,-50039000.0,70373000.0,105317000.0,137888000.0,29062000.0
HUBS,2016-12-31,4350000.0,7800000.0,1887000000.0,38984000.0,102388000.0,35718000.0,176253000.0,30201000.0,-864000.0,16934000.0,127383000.0,59702000.0,1271000.0,-864000.0,9773000.0,13672000.0,-245916000.0,9187000.0,36000.0,259755000.0,95426000.0,5065000.0,118700000.0,141055000.0,365444000.0,6539000.0,54648000.0,36500000.0,110816.0,-15789000.0,37238000.0,-30807000.0,-14099000.0,254000.0,-40358000.0,124617000.0,6077000.0,19366000.0,-760000.0,-2368000.0,4250000.0,-45562000,-2682000.0,8473000.0,-743000.0,-22829000.0,33294000,11584000.0,-1291000.0,-45562000.0,-45562000.0,-367000,61865000,315629000,270967000,533000,-265000.0,-44662000,-44662000,209102000,207767000.0,-45562000,-45029000.0,45997000.0,105317000.0,137888000.0,29062000.0
IVR,2019-12-31,1560000.0,7800000.0,1350000000.0,136685000.0,2368575000.0,661042000.0,478511000.0,30201000.0,288963000.0,16934000.0,18064646000.0,172507000.0,21206992000.0,288963000.0,9773000.0,13672000.0,-814483000.0,150786000.0,1443000.0,22346545000.0,174572000.0,5065000.0,2368575000.0,19414646000.0,2892652000.0,6539000.0,54648000.0,36500000.0,110816.0,-15789000.0,4372000.0,-32903000.0,-14099000.0,254000.0,-271234000.0,-589924000.0,-23207000.0,343359000.0,-760000.0,-2368000.0,153885000.0,364101000,-1907000.0,4134757000.0,3929819000.0,-4324231000.0,0,509075000.0,-3741834000.0,319675000.0,364101000.0,0,0,46174000,410275000,0,-265000.0,364101000,0,410275000,46174000.0,364101000,364101000.0,45997000.0,105317000.0,137888000.0,29062000.0
IVR,2018-12-31,1694000.0,7800000.0,15252484000.0,153161000.0,1723373000.0,337829000.0,318601000.0,30201000.0,220813000.0,16934000.0,274324000.0,135617000.0,17157075000.0,220813000.0,9773000.0,13672000.0,-882087000.0,14734000.0,1115000.0,17813505000.0,199757000.0,5065000.0,1723373000.0,15526808000.0,2383532000.0,6539000.0,54648000.0,36500000.0,110816.0,-15789000.0,379909000.0,-21931000.0,-14099000.0,254000.0,-234374000.0,-57841000.0,-25184000.0,304264000.0,-760000.0,-2368000.0,46616000.0,-70790000,20329000.0,-879199000.0,-621750000.0,621551000.0,0,509075000.0,520135000.0,-115216000.0,-70536000.0,-26000,0,47792000,-22718000,0,-265000.0,-70510000,0,-22718000,47792000.0,-70790000,-70536000.0,45997000.0,105317000.0,137888000.0,29062000.0
IVR,2017-12-31,2200000.0,7800000.0,1650000000.0,265025000.0,2067167000.0,659894000.0,362301000.0,30201000.0,261029000.0,16934000.0,14343051000.0,88381000.0,17635061000.0,261029000.0,9773000.0,13672000.0,-579334000.0,1999000.0,1116000.0,18657256000.0,55384000.0,5065000.0,2067167000.0,16000378000.0,2384356000.0,6539000.0,54648000.0,36500000.0,110816.0,-15789000.0,-27547000.0,-116000.0,-14099000.0,254000.0,-212692000.0,70008000.0,-23888000.0,290601000.0,-760000.0,-2368000.0,-72787000.0,348607000,-6571000.0,2724897000.0,2659479000.0,-3088285000.0,0,509075000.0,-3244207000.0,320527000.0,353057000.0,-6814000,0,44746000,404617000,0,-265000.0,359871000,0,404617000,44746000.0,348607000,353057000.0,45997000.0,105317000.0,137888000.0,29062000.0
IVR,2016-12-31,1534000.0,7800000.0,2047041000.0,364186000.0,1956344000.0,592934000.0,616856000.0,30201000.0,293668000.0,16934000.0,11387313000.0,161788000.0,14496448000.0,293668000.0,9773000.0,13672000.0,-718303000.0,87696000.0,1116000.0,15706238000.0,60156000.0,5065000.0,1956344000.0,13436054000.0,2379863000.0,6539000.0,54648000.0,36500000.0,110816.0,-15789000.0,32239000.0,29309000.0,-14099000.0,254000.0,-204491000.0,-65052000.0,7759000.0,295797000.0,-760000.0,-2368000.0,108589000.0,254411000,1388000.0,-1166942000.0,-966795000.0,979734000.0,0,35000.0,1116988000.0,231547000.0,257698000.0,2300000,0,44106000,299504000,0,-265000.0,255398000,0,299504000,44106000.0,254411000,257698000.0,45997000.0,105317000.0,137888000.0,29062000.0
SKY,2020-03-28,38703000.0,126386000.0,77330000.0,45733000.0,257437000.0,592934000.0,398813000.0,124099000.0,-12759000.0,21812000.0,186647000.0,209455000.0,41910000.0,-12759000.0,173521000.0,33389000.0,-48000.0,17239000.0,1570000.0,781700000.0,52814000.0,5065000.0,474315000.0,307385000.0,2379863000.0,43357000.0,54648000.0,36500000.0,110816.0,-15389000.0,22155000.0,29309000.0,11901000.0,-4491000.0,-204491000.0,-65052000.0,18546000.0,76743000.0,-1398000.0,-2135000.0,82821000.0,58160000,-25432000.0,21569000.0,23592000.0,-14093000.0,-4606000,112000.0,1116988000.0,57990000.0,58160000.0,-5226000,1090755000,1279450000,1369730000,26894000,-4632000.0,90280000,90280000,278975000,183265000.0,58160000,85054000.0,45997000.0,105317000.0,137888000.0,29062000.0
SKY,2019-03-30,43421000.0,122638000.0,54330000.0,57649000.0,189630000.0,592934000.0,318290000.0,108587000.0,-10615000.0,34058000.0,206303000.0,126634000.0,50735000.0,-10615000.0,173406000.0,27349000.0,-58208000.0,11369000.0,1569000.0,699954000.0,60221000.0,5065000.0,411972000.0,287982000.0,2379863000.0,48936000.0,54648000.0,36500000.0,110816.0,-12092000.0,105132000.0,29309000.0,-2223000.0,-6044000.0,-204491000.0,-65052000.0,16079000.0,65228000.0,-662000.0,-70460000.0,-9982000.0,-58208000,13055000.0,-72518000.0,-1504000.0,-2030000.0,-3105000,1615000.0,1116988000.0,-58208000.0,-58208000.0,-21290000,1114684000,1380056000,1360043000,16905000,-5333000.0,-20013000,-20013000,245359000,260552000.0,-58208000,-41303000.0,45997000.0,105317000.0,137888000.0,29062000.0
SKY,2018-03-31,36773000.0,98022000.0,58927000.0,41984000.0,148576000.0,592934000.0,263104000.0,67960000.0,-9293000.0,30290000.0,167114000.0,113731000.0,59613000.0,-9293000.0,3179000.0,16060000.0,22514000.0,9367000.0,140076000.0,395398000.0,47863000.0,5065000.0,153297000.0,242101000.0,2379863000.0,1542000.0,54648000.0,36500000.0,110816.0,-9442000.0,14052000.0,29309000.0,-13904000.0,-24807000.0,-204491000.0,-65052000.0,8260000.0,31623000.0,586000.0,-888000.0,33924000.0,15800000,24531000.0,10336000.0,11593000.0,-8621000.0,7691000,1615000.0,1116988000.0,14804000.0,15800000.0,-11332000,887611000,1010274000,1064722000,27316000,-5133000.0,54448000,54448000,177111000,122176000.0,15800000,43116000.0,45997000.0,105317000.0,137888000.0,29062000.0
SKY,2017-04-01,29029000.0,74182000.0,59331000.0,29360000.0,131697000.0,592934000.0,192641000.0,66577000.0,-10147000.0,39517000.0,128641000.0,81012000.0,63611000.0,-10147000.0,3179000.0,3160000.0,6714000.0,8087000.0,140322000.0,328021000.0,33778000.0,5065000.0,136889000.0,191132000.0,2379863000.0,2013000.0,54648000.0,36500000.0,110816.0,-6955000.0,-24809000.0,29309000.0,-9774000.0,-13559000.0,-204491000.0,-65052000.0,7245000.0,33459000.0,-586000.0,-888000.0,17830000.0,51910000,14657000.0,3694000.0,3694000.0,-18737000.0,7789000,1615000.0,1116988000.0,48537000.0,51327000.0,-10332000,717364000,822981000,861319000,-23321000,-4646000.0,38338000,38338000,143955000,105175000.0,51910000,28006000.0,45997000.0,105317000.0,137888000.0,29062000.0
USIO,2019-12-31,419849.0,74182000.0,59331000.0,1274001.0,4891908.0,592934000.0,53047274.0,4038423.0,-5636154.0,1394000.0,51712231.0,2137580.0,1798055.0,-7521606.0,9759.0,3160000.0,-62151988.0,48923684.0,186656.0,61560179.0,50181650.0,5065000.0,7568335.0,53991844.0,77055273.0,2666668.0,54648000.0,36500000.0,110816.0,-647383.0,1437109.0,29309000.0,-59646.0,-13559000.0,-204491000.0,-65052000.0,2022520.0,-3732678.0,-586000.0,-71906.0,-2658062.0,-5115747,-2739948.0,1721999.0,3694000.0,-647383.0,723034,1793905.0,1116988000.0,-5115747.0,-5115747.0,49137,22251325,33263531,28200535,101888,-4646000.0,-5062996,-5062996,5949210,8989686.0,-5115747,-5013859.0,45997000.0,105317000.0,137888000.0,29062000.0
